"Id";"Requirement Summary";"Description";"Estimated Effort (man hours)";"Actual Effort (man hours)";"Size (Story Points)";"External Sources";"Internal Sources";"Baselines";"Categories";"Priority";"Criticality";"Feasibility";"Technical Risk";"Vote";"Release Id";"Status";"Parent Requirement";"Assignee";"Assignee Full Name";"Reporter";"Number Of Attachments";"Attachments";"Created On";"Updated On";"Custom Id";"Requirement Code";"Türksat Onay";"TŞM";"Danışman Onay";"Kapsam Dışı mı ?";"Fonksiyonel Olmayan Kategori";"Vasıflandırma Yöntemleri";"Test Metotları";"Test Seviyeleri";"Test Tipleri";"External Id";"Depends On";"Dependents";"Test Cases";"Sub-task";"Story";"Bug";"Epic";"Analysis";"Analysis Sub-task";"Use-Case";"Design Task"
"KKTCGBS-R1465 {2}";"Yazılım kalem genel bilgileri kaydedilirken zorunlu alanların kontrolünün yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 04:53 PM";"08 May 2018 05:22 PM";"KKTCGBS-R-1.3.4.29";"SRS_DBY_7.3.4_029";"";"Hayır";"";"Hayır";"";"Analiz, Muayene";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi";"Makulluk Testi, Otomatik Testi, Regresyon Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-547";"KKTCGBS-1995";""
"KKTCGBS-R1466 {2}";"Yazılım kalem eşya bilgilerinin girilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 04:53 PM";"08 May 2018 05:21 PM";"KKTCGBS-R-1.3.4.30";"SRS_DBY_7.3.4_030";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Bileşen Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi, Tahribat Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-548";"KKTCGBS-1983";""
"KKTCGBS-R1467 {2}";"Yazılım kalem eşya bilgilerinin güncellenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 04:53 PM";"08 May 2018 05:21 PM";"KKTCGBS-R-1.3.4.31";"SRS_DBY_7.3.4_031";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Duman Testi, Makulluk Testi, Regresyon Testi, Otomatik Testi, Tahribat Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-548";"KKTCGBS-1983";""
"KKTCGBS-R1468 {2}";"Yazılım kalem eşya bilgileri kaydedilirken zorunlu alanların kontrolünün yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 04:53 PM";"08 May 2018 05:23 PM";"KKTCGBS-R-1.3.4.32";"SRS_DBY_7.3.4_032";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu, Kara kutu, Dinamik";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi, Duman Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-548";"KKTCGBS-1983";""
"KKTCGBS-R1469 {2}";"Yazılım kalem ölçü bilgilerinin girilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 04:53 PM";"08 May 2018 05:23 PM";"KKTCGBS-R-1.3.4.33";"SRS_DBY_7.3.4_033";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Otomatik Testi, Regresyon Testi, Tahribat Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-549";"KKTCGBS-1956";""
"KKTCGBS-R1470 {2}";"Yazılım kalem ölçü bilgilerinin güncellenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:24 PM";"KKTCGBS-R-1.3.4.34";"SRS_DBY_7.3.4_034";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Dinamik, Beyaz kutu";"Beta Testi, Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-549";"KKTCGBS-1956";""
"KKTCGBS-R1471 {2}";"Yazılım kalem ölçü bilgileri içinde ilgili beyannamenin açılan miktarlarının görüntülenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:30 PM";"KKTCGBS-R-1.3.4.35";"SRS_DBY_7.3.4_035";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-549";"KKTCGBS-1956";""
"KKTCGBS-R1472 {2}";"Yazılım kalem ölçü bilgileri kaydedilirken zorunlu alanların kontrolünün yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:30 PM";"KKTCGBS-R-1.3.4.36";"SRS_DBY_7.3.4_036";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi";"Duman Testi, Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-549";"KKTCGBS-1956";""
"KKTCGBS-R1473 {2}";"Yazılım kalem finansal bilgilerinin girilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:30 PM";"KKTCGBS-R-1.3.4.37";"SRS_DBY_7.3.4_037";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Duman Testi, Makulluk Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-550";"KKTCGBS-1936";""
"KKTCGBS-R1474 {2}";"Yazılım kalem finansal bilgilerinin güncellenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:31 PM";"KKTCGBS-R-1.3.4.38";"SRS_DBY_7.3.4_038";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Duman Testi, Tahribat Testi, Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-550";"KKTCGBS-1936";""
"KKTCGBS-R1475 {2}";"Yazılım kalem finansal bilgileri girilirken günlük döviz kurunun gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:32 PM";"KKTCGBS-R-1.3.4.39";"SRS_DBY_7.3.4_039";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu";"Alfa Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-550";"KKTCGBS-1936";""
"KKTCGBS-R1476 {2}";"Yazılım kalem finansal bilgileri içinde farklı döviz cinsleri olarak girilen miktarların TL karşılıklarını günlük kurdan hesaplayarak gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:34 PM";"KKTCGBS-R-1.3.4.40";"SRS_DBY_7.3.4_040";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Entegrasyon Testi, Kullanıcı Kabul Testi, Beta Testi, Alfa Testi";"Makulluk Testi, Duman Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-550";"KKTCGBS-1936";""
"KKTCGBS-R1477 {2}";"Yazılım kalem finansal bilgileri kaydedilirken zorunlu alanların kontrolünün yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"15 Mar 2018 06:32 PM";"08 May 2018 05:34 PM";"KKTCGBS-R-1.3.4.41";"SRS_DBY_7.3.4_041";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-550";"KKTCGBS-1936";""
"KKTCGBS-R1478 {2}";"Yazılım kalem tamamlayıcı bilgilerinin girilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:38 PM";"KKTCGBS-R-1.3.4.42";"SRS_DBY_7.3.4_042";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1479 {2}";"Yazılım kalem tamamlayıcı bilgilerinin güncellenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:36 PM";"KKTCGBS-R-1.3.4.43";"SRS_DBY_7.3.4_043";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1480 {2}";"Yazılım istenen kalem tamamlayıcı bilgilerinin tarife tarafından getirilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"13 Mar 2018 10:12 AM";"08 May 2018 05:37 PM";"KKTCGBS-R-1.3.4.44";"SRS_DBY_7.3.4_044";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Bileşen Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Otomatik Testi, Regresyon Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1481 {2}";"Yazılım kalem ek kod bilgilerinin girilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:38 PM";"KKTCGBS-R-1.3.4.45";"SRS_DBY_7.3.4_045";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1482 {2}";"Yazılım kalem ek Kod bilgilerinin güncellenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:38 PM";"KKTCGBS-R-1.3.4.46";"SRS_DBY_7.3.4_046";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Birim Testi, Kullanıcı Kabul Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1483 {2}";"Yazılım istenen ek kod bilgilerinin tarife tarafından getirilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"13 Mar 2018 10:13 AM";"08 May 2018 05:43 PM";"KKTCGBS-R-1.3.4.47";"SRS_DBY_7.3.4_047";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Entegrasyon Testi, Bileşen Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1484 {2}";"Yazılım kalem öznitelik bilgilerinin girilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:24 PM";"08 May 2018 05:40 PM";"KKTCGBS-R-1.3.4.48";"SRS_DBY_7.3.4_048";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Birim Testi, Bileşen Testi";"Duman Testi, Makulluk Testi, Regresyon Testi, Otomatik Testi, Tahribat Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1485 {2}";"Yazılım kalem öznitelik bilgilerinin güncellenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:43 PM";"KKTCGBS-R-1.3.4.49";"SRS_DBY_7.3.4_049";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi, Tahribat Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1486 {2}";"Yazılım istenen öznitelik bilgilerinin tarife tarafından getirilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"13 Mar 2018 10:14 AM";"08 May 2018 05:43 PM";"KKTCGBS-R-1.3.4.50";"SRS_DBY_7.3.4_050";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Birim Testi, Bileşen Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-551";"KKTCGBS-1928";""
"KKTCGBS-R1487 {2}";"Yazılım kullanıcının hesaplanmamış vergileri beyan etmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Blocker";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:47 PM";"KKTCGBS-R-1.3.4.51";"SRS_DBY_7.3.4_051";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-557";"KKTCGBS-1877";""
"KKTCGBS-R1488 {2}";"Yazılım kullanıcının hesaplanmamış teminatları beyan etmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Blocker";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:48 PM";"KKTCGBS-R-1.3.4.52";"SRS_DBY_7.3.4_052";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R72 {1}";"";"";"";"";"";"";"";"KKTCGBS-562";"KKTCGBS-1833";""
"KKTCGBS-R1489 {2}";"Yazılım hesaplanan vergi/teminatların listelenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:50 PM";"KKTCGBS-R-1.3.4.53";"SRS_DBY_7.3.4_053";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-557";"KKTCGBS-1877";""
"KKTCGBS-R1490 {2}";"Yazılım hesaplanan vergi/teminatların tablo üzerinden filtrelenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:51 PM";"KKTCGBS-R-1.3.4.54";"SRS_DBY_7.3.4_054";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-557";"KKTCGBS-1877";""
"KKTCGBS-R1491 {2}";"Yazılım hesaplanan vergi/teminatların tablo üzerinden sıralanabilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:51 PM";"KKTCGBS-R-1.3.4.55";"SRS_DBY_7.3.4_055";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-557";"KKTCGBS-1877";""
"KKTCGBS-R1492 {2}";"Yazılım istenilen belgelerin listelenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:57 PM";"KKTCGBS-R-1.3.4.56";"SRS_DBY_7.3.4_056";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Duman Testi, Makulluk Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-558";"KKTCGBS-1881";""
"KKTCGBS-R1493 {2}";"Yazılım istenilen belgelerin tablo üzerinden filtrelenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:57 PM";"KKTCGBS-R-1.3.4.57";"SRS_DBY_7.3.4_057";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-558";"KKTCGBS-1881";""
"KKTCGBS-R1494 {2}";"Yazılım istenilen belgelerin tablo üzerinden sıralanabilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:58 PM";"KKTCGBS-R-1.3.4.58";"SRS_DBY_7.3.4_058";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-558";"KKTCGBS-1881";""
"KKTCGBS-R1495 {2}";"Yazılım tüm kalemlerde beyan edilen muafiyetlerin gruplanarak tek bir yerde gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:58 PM";"KKTCGBS-R-1.3.4.59";"SRS_DBY_7.3.4_059";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-547";"KKTCGBS-1862";""
"KKTCGBS-R1496 {2}";"Yazılım tüm kalemlerde beyan edilen muafiyetlerin gruplanarak rapor alınabilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 05:59 PM";"KKTCGBS-R-1.3.4.60";"SRS_DBY_7.3.4_060";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-547";"KKTCGBS-1858";""
"KKTCGBS-R1497 {2}";"Yazılım tüm kalemlerde hesaplanan vergi tek bir yerde görüntülenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 06:11 PM";"KKTCGBS-R-1.3.4.61";"SRS_DBY_7.3.4_061";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği, Beyaz kutu";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-558";"KKTCGBS-1854";""
"KKTCGBS-R1757 {2}";"Yazılım tüm kalemlerde beyan edilen teminatların tek bir yerde görüntülenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R59 {1}";"";"";"cinarg";"0";"";"08 May 2018 05:42 PM";"08 May 2018 06:25 PM";"KKTCGBS-R-1.3.4.62";"SRS_DBY_7.3.4_062";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-558";"KKTCGBS-1854";""
